prix_million_Ar,superficie_m2,nb_chambres,nb_etages,acces_route,eau_electricite,parking,annee_construction,localisation_periurbain,localisation_rural,localisation_urbain,type_connexion_aucune,type_connexion_fibre,type_connexion_starlink,type_sol_brut,type_sol_carrelage,type_sol_ciment,etat_maison_a_renover,etat_maison_bon,etat_maison_neuf
-0.6769269085109554,-1.3242984758378533,-1.3685376277813315,1.0178792160526642,0,0,1,-1.4742714215599195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.06636834640490565,-1.3416304662685823,1.4396647037199184,1.0178792160526642,1,0,1,-0.3639438577751454,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.7823709719513998,1.3274960600636605,-0.6664870449060191,1.0178792160526642,1,0,1,-0.8686382049500427,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6218680007394102,-1.37629444713004,1.4396647037199184,-0.9824348353216212,0,0,1,0.6454448365746492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6444868780061309,1.3101640696329315,1.4396647037199184,-0.9824348353216212,0,1,0,-0.9695770743850222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0804554076525484,-1.3069664854071246,0.7376141208446059,1.0178792160526642,0,1,0,1.5538946614894644,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0256333243974087,-0.7176788107623436,0.035563537969293416,1.0178792160526642,0,0,0,-0.46488272721012486,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8145741779398186,-0.7003468203316148,-1.3685376277813315,1.0178792160526642,0,0,0,-0.26300498834016595,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.4293986480554073,-1.480286389714413,-1.3685376277813315,-0.9824348353216212,0,1,1,0.14075048939975193,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6811928165204945,1.4314880026480337,0.035563537969293416,-0.9824348353216212,0,0,0,-0.6667604660800838,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.461194009950719,1.050184213171999,-0.6664870449060191,-0.9824348353216212,0,0,1,-1.1714548132549811,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.1630437693098663,-1.6189423131602438,1.4396647037199184,1.0178792160526642,1,0,1,1.654833530924444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5117501851963197,-0.5270269160243263,-0.6664870449060191,1.0178792160526642,0,1,1,-1.37333255212494,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.6539001871511274,0.9635242610183546,0.035563537969293416,1.0178792160526642,1,1,0,-1.2723936826899604,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1263378307955028,0.18358469163555646,-0.6664870449060191,-0.9824348353216212,1,1,1,-0.8686382049500427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.534605886979446,0.49556051938867574,1.4396647037199184,1.0178792160526642,1,1,0,-1.1714548132549811,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9338684781115,-1.2896344949763956,-0.6664870449060191,-0.9824348353216212,1,1,0,0.2416893588347314,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2.1677833263522164,1.6914678591089662,0.035563537969293416,-0.9824348353216212,1,0,1,-0.16206611890518646,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9014284476066755,1.396824021786576,1.4396647037199184,1.0178792160526642,1,1,1,-0.06112724947020699,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.0348098090259996,-0.31904303085558017,-1.3685376277813315,-0.9824348353216212,0,0,0,-1.5752102909948988,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5484561237106832,0.4435645480964892,-0.6664870449060191,1.0178792160526642,0,0,0,-1.6761491604298784,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.7364885488084454,1.275500088771474,-0.6664870449060191,1.0178792160526642,0,1,0,1.3520169226195056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9564873553782207,-0.7523427916238014,-0.6664870449060191,1.0178792160526642,1,1,1,-0.06112724947020699,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0847213156620874,-0.09372715525610512,1.4396647037199184,-0.9824348353216212,0,0,1,-1.4742714215599195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6444868780061309,0.5995524619730488,1.4396647037199184,1.0178792160526642,0,0,0,-1.5752102909948988,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.14895670806222355,0.20091668206628532,0.035563537969293416,-0.9824348353216212,0,1,0,0.5445059671396698,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2.0301360569233533,-0.561690896885784,1.4396647037199184,1.0178792160526642,0,1,1,1.1501391837495465,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.038838892519133014,-1.3242984758378533,1.4396647037199184,-0.9824348353216212,0,0,0,-1.1714548132549811,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.8512801164541821,-0.9256626959310899,-1.3685376277813315,1.0178792160526642,1,0,0,0.6454448365746492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
