prix_million_Ar,superficie_m2,nb_chambres,nb_etages,acces_route,eau_electricite,parking,annee_construction,localisation_periurbain,localisation_rural,localisation_urbain,type_connexion_aucune,type_connexion_fibre,type_connexion_starlink,type_sol_brut,type_sol_carrelage,type_sol_ciment,etat_maison_a_renover,etat_maison_bon,etat_maison_neuf
0.19718309859154928,0.10050251256281412,0.0,1.0,0,0,1,0.06060606060606055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3601609657947686,0.09547738693467334,1.0,1.0,1,0,1,0.39393939393939387,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.7364185110663983,0.8693467336683418,0.24999999999999997,1.0,1,0,1,0.24242424242424232,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.20925553319919515,0.08542713567839194,1.0,0.0,0,0,1,0.6969696969696968,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.48692152917505027,0.8643216080402011,1.0,0.0,0,1,0,0.21212121212121204,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3279678068410462,0.10552763819095479,0.7499999999999999,1.0,0,1,0,0.9696969696969695,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.12072434607645874,0.2763819095477387,0.49999999999999994,1.0,0,0,0,0.36363636363636354,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.1670020120724346,0.28140703517587945,0.0,1.0,0,0,0,0.42424242424242414,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.03219315895372238,0.055276381909547756,0.0,0.0,0,1,1,0.5454545454545453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4949698189134808,0.899497487437186,0.49999999999999994,0.0,0,0,0,0.303030303030303,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6659959758551307,0.7889447236180906,0.24999999999999997,0.0,0,0,1,0.15151515151515144,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.30985915492957744,0.01507537688442212,1.0,1.0,1,0,1,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.2334004024144869,0.3316582914572865,0.24999999999999997,1.0,0,1,1,0.09090909090909083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7082494969818913,0.763819095477387,0.49999999999999994,1.0,1,1,0,0.12121212121212116,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.317907444668008,0.5376884422110554,0.24999999999999997,0.0,1,1,1,0.24242424242424232,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6820925553319919,0.628140703517588,1.0,1.0,1,1,0,0.15151515151515144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1408450704225352,0.11055276381909551,0.24999999999999997,0.0,1,1,0,0.5757575757575757,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.8209255533199193,0.9748743718592966,0.49999999999999994,0.0,1,0,1,0.4545454545454545,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5432595573440643,0.8894472361809047,1.0,1.0,1,1,1,0.48484848484848475,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.11871227364185111,0.3919597989949749,0.0,0.0,0,0,0,0.030303030303030276,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.22535211267605632,0.6130653266331659,0.24999999999999997,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7263581488933601,0.8542713567839197,0.24999999999999997,1.0,0,1,0,0.909090909090909,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5553319919517101,0.26633165829145733,0.24999999999999997,1.0,1,1,1,0.48484848484848475,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.36418511066398385,0.45728643216080406,1.0,0.0,0,0,1,0.06060606060606055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.48692152917505027,0.6582914572864322,1.0,1.0,0,0,0,0.030303030303030276,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.37826961770623735,0.5427135678391961,0.49999999999999994,0.0,0,1,0,0.6666666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7907444668008047,0.3216080402010051,1.0,1.0,0,1,1,0.8484848484848484,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3541247484909456,0.10050251256281412,1.0,0.0,0,0,0,0.15151515151515144,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.158953722334004,0.2160804020100503,0.0,1.0,1,0,0,0.6969696969696968,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.16901408450704225,0.18090452261306533,0.24999999999999997,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6177062374245472,0.5577889447236182,0.7499999999999999,1.0,0,1,1,0.27272727272727265,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.43863179074446673,0.8241206030150755,0.24999999999999997,1.0,1,1,1,0.33333333333333326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.15694164989939635,0.1758793969849246,0.0,0.0,1,1,1,0.9393939393939392,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
